,AvgRating,GameName,GameRank,GeekRating,ListPrice,NumVoters
10724,"
			7.73		",The Lord of the Rings: The Card Game – The Redhorn Gate,"
						N/A			
					","
			6.178		","]
					","
			568		"
10725,"
			7.91		",Sentinels of the Multiverse: Rook City,"
						N/A			
					","
			6.866		","]
					","
			1713		"
10726,"
			7.21		",Call of Cthulhu: The Card Game – Shadow of the Monolith Asylum Pack,"
						N/A			
					","
			5.543		","]
					","
			33		"
10727,"
			6.59		",Zombie Dice 2: Double Feature,"
						N/A			
					","
			6.163		","]
					","
			2258		"
10728,"
			7.10		",7 Wonders: Catan,"
						N/A			
					","
			6.402		","]
					","
			1740		"
10729,"
			7.50		",Knights & Glory,"
						N/A			
					","
			N/A		","]
					","
			2		"
10730,"
			6.94		",Ystari Box,"
						N/A			
					","
			5.724		","
","
			231		"
10731,"
			5.70		",Hell,"
						N/A			
					","
			N/A		","]
					","
			5		"
10732,"
			7.34		",Roll Through the Ages: The Late Bronze Age,"
						N/A			
					","
			6.352		","]
					","
			1039		"
10733,"
			7.11		",Chicago Express: Narrow Gauge & Erie Railroad Company,"
						N/A			
					","
			5.904		","
","
			419		"
10734,"
			7.91		",Ghost Stories: White Moon,"
						N/A			
					","
			6.864		","
			List: $46.99
		","
			1692		"
10735,"
			5.10		",Zen Flower Showdown,"
						N/A			
					","
			N/A		","]
					","
			5		"
10736,"
			7.95		",Memoir '44: Tigers in the Snow,"
						N/A			
					","
			6.057		","
														
													[","
			368		"
10737,"
			6.40		",Killer Bunnies and the Quest for the Magic Carrot: RED Booster,"
						N/A			
					","
			5.873		","
			List: $12.00
		","
			1173		"
10738,"
			5.82		",Bohnaparte,"
						N/A			
					","
			5.601		","
			List: $14.99
		","
			626		"
10739,"
			8.05		",Age of Steam Expansion #1: England & Ireland,"
						N/A			
					","
			6.257		","]
					","
			520		"
10740,"
			7.76		",Automobiles: Racing Season,"
						N/A			
					","
			5.781		","]
					","
			174		"
10741,"
			7.63		",Notre Dame: 10th Anniversary,"
						N/A			
					","
			6.474		","
			List: $44.99
		","
			1032		"
10742,"
			7.03		",Above and Below: Groves,"
						N/A			
					","
			5.683		","]
					","
			167		"
10743,"
			7.70		",In the Year of the Dragon: 10th Anniversary,"
						N/A			
					","
			6.438		","
			List: $44.99
		","
			918		"
10744,"
			7.97		",The Castles of Burgundy: 8th Expansion – Trade Routes,"
						N/A			
					","
			5.925		","
","
			257		"
10745,"
			N/A		",Popdoku,"
						N/A			
					","
			N/A		","
","
			N/A		"
10746,"
			7.50		",Geek Out! The Big Bang Theory,"
						N/A			
					","
			N/A		","]
					","
			2		"
10747,"
			5.67		",Bop It! Tetris,"
						N/A			
					","
			N/A		","
														
													[","
			3		"
10748,"
			6.53		",Stroop,"
			5501			
					","
			5.632		","]
					","
			181		"
10749,"
			6.57		",Bomarzo,"
			5502			
					","
			5.632		","
","
			182		"
10750,"
			6.59		",Fairy Land,"
			5504			
					","
			5.632		","]
					","
			170		"
10751,"
			7.50		",Arquebus: Men of Iron Volume IV,"
			5508			
					","
			5.631		","
","
			90		"
10752,"
			7.36		",Bar-Lev: The Yom-Kippur War of 1973,"
			5509			
					","
			5.631		","]
					","
			106		"
10753,"
			6.68		",Train Heist,"
			5513			
					","
			5.631		","
","
			184		"
10754,"
			6.83		",Roll for Adventure,"
			5516			
					","
			5.631		","]
					","
			155		"
10755,"
			6.52		",Star Cartel,"
			5522			
					","
			5.631		","]
					","
			179		"
10756,"
			7.37		",Wacht Am Rhein,"
			5523			
					","
			5.631		","]
					","
			115		"
10757,"
			6.60		",Invasion: America,"
			5524			
					","
			5.631		","]
					","
			188		"
10758,"
			6.11		",Cardline: Dinosaurs,"
			5525			
					","
			5.631		","]
					","
			373		"
10759,"
			6.48		",The Legend of the Cherry Tree that Blossoms Every Ten Years,"
			5527			
					","
			5.631		","
			List: $24.49
		","
			218		"
10760,"
			6.88		",Battle for Stalingrad,"
			5529			
					","
			5.631		","
","
			136		"
10761,"
			7.30		",Teen Titans GO! Deck-Building Game,"
			5531			
					","
			5.631		","]
					","
			100		"
10762,"
			6.34		",Can't Stop Express,"
			5533			
					","
			5.631		","]
					","
			229		"
10763,"
			6.05		",Crimson Skies,"
			5535			
					","
			5.630		","]
					","
			427		"
10764,"
			6.89		",Caesar in Alexandria,"
			5536			
					","
			5.630		","]
					","
			131		"
10765,"
			8.63		",Quodd Heroes,"
			5537			
					","
			5.630		","]
					","
			98		"
10766,"
			6.05		",Lawless,"
			5539			
					","
			5.630		","]
					","
			406		"
10767,"
			6.10		",Master Builder,"
			5540			
					","
			5.630		","
","
			393		"
10768,"
			7.36		",DreadBall Xtreme,"
			5541			
					","
			5.630		","]
					","
			118		"
10769,"
			6.17		",On the Edge,"
			5542			
					","
			5.630		","
","
			311		"
10770,"
			6.88		",Trötofant,"
			5543			
					","
			5.630		","]
					","
			131		"
10771,"
			5.90		",The Phantom Society,"
			5544			
					","
			5.630		","
			List: $39.99
		","
			633		"
10772,"
			7.38		",A Pleasant Journey to Neko,"
			5545			
					","
			5.630		","]
					","
			104		"
10773,"
			5.97		",oddball Äeronauts,"
			5546			
					","
			5.630		","
			List: $17.99
		","
			589		"
10774,"
			6.87		",Phalanxx,"
			5547			
					","
			5.630		","
","
			144		"
10775,"
			6.08		",Cranium Turbo Edition,"
			5549			
					","
			5.630		","
			List: $29.99
		","
			417		"
10776,"
			7.36		",Space Marine Adventures: Labyrinth of the Necrons,"
			5550			
					","
			5.630		","]
					","
			102		"
10777,"
			6.85		",Word on the Street Junior,"
			5551			
					","
			5.630		","
			List: $19.99
		","
			142		"
10778,"
			6.68		",Warlock,"
			5552			
					","
			5.630		","]
					","
			174		"
10779,"
			6.74		",New England Railways,"
			5554			
					","
			5.630		","]
					","
			146		"
10780,"
			6.40		",Fantasy Frontier,"
			5555			
					","
			5.630		","
														
													[","
			232		"
10781,"
			6.71		",Throneworld,"
			5557			
					","
			5.630		","
","
			153		"
10782,"
			6.87		",Quinamid,"
			5559			
					","
			5.630		","]
					","
			135		"
10783,"
			6.40		",Fantahzee: Hordes & Heroes,"
			5560			
					","
			5.629		","
","
			222		"
10784,"
			6.51		",Harald,"
			5561			
					","
			5.629		","
","
			186		"
10785,"
			6.25		",Nile,"
			5563			
					","
			5.629		","
","
			289		"
10786,"
			8.05		",Fuentes de Onoro 1811,"
			5564			
					","
			5.629		","]
					","
			77		"
10787,"
			6.81		",2019: The ARCTIC,"
			5565			
					","
			5.629		","]
					","
			139		"
10788,"
			7.45		",Screaming Eagles in Holland,"
			5566			
					","
			5.629		","
","
			94		"
10789,"
			6.26		",Cranium Scribblish,"
			5567			
					","
			5.629		","
			List: $19.99
		","
			294		"
10790,"
			5.96		",Flandern 1302,"
			5568			
					","
			5.629		","
","
			495		"
10791,"
			6.98		",Legions of Steel,"
			5570			
					","
			5.629		","<a class=""ulprice"" href=""https://itunes.apple.com/us/app/legions-of-steel/id935290495?uo=4&amp;mt=8&amp;at=10lazE"" target=""_blank"">iOS App: <span class=""positive"">$9.99</span></a>","
			134		"
10792,"
			6.15		",Alexander the Great,"
			5571			
					","
			5.629		","]
					","
			366		"
10793,"
			6.13		",Broadside,"
			5572			
					","
			5.629		","]
					","
			368		"
10794,"
			6.45		",Island Fortress,"
			5573			
					","
			5.629		","
","
			231		"
10795,"
			6.38		",Arcane Legions,"
			5574			
					","
			5.629		","
","
			281		"
10796,"
			7.08		",Fiasco,"
			5575			
					","
			5.629		","]
					","
			130		"
10797,"
			7.34		",Hour of Glory: Stronghold Kit,"
			5581			
					","
			5.628		","]
					","
			114		"
10798,"
			6.57		",Fae,"
			5582			
					","
			5.628		","]
					","
			166		"
10799,"
			6.09		",Sultan,"
			5585			
					","
			5.628		","
","
			373		"
10800,"
			6.45		",The Great City of Rome,"
			5586			
					","
			5.628		","
			List: $39.99
		","
			198		"
10801,"
			6.94		",Wings,"
			5587			
					","
			5.628		","]
					","
			127		"
10802,"
			5.85		",Empire Engine,"
			5589			
					","
			5.628		","
","
			724		"
10803,"
			6.08		",Roller Coaster Tycoon,"
			5590			
					","
			5.628		","]
					","
			407		"
10804,"
			6.08		",Albion,"
			5591			
					","
			5.628		","
","
			350		"
10805,"
			6.04		",Rage,"
			5594			
					","
			5.628		","]
					","
			539		"
10806,"
			5.99		",Lucca Città,"
			5595			
					","
			5.628		","
			List: $15.00
		","
			443		"
10807,"
			6.61		",EVE: The Second Genesis,"
			5597			
					","
			5.627		","]
					","
			191		"
10808,"
			6.71		",IUNU,"
			5598			
					","
			5.627		","]
					","
			145		"
10809,"
			6.68		",Let Them Eat Shrimp!,"
			5599			
					","
			5.627		","
														
													[","
			174		"
10810,"
			6.82		",Forlorn: Hope,"
			5600			
					","
			5.627		","]
					","
			130		"
10811,"
			5.50		",PowerMage 54,"
						N/A			
					","
			N/A		","]
					","
			22		"
10812,"
			6.56		","Pandemie: Uitbreiding ""De Generalist""","
						N/A			
					","
			5.557		","]
					","
			67		"
10813,"
			7.01		",Call of Cthulhu: The Card Game – The Mountains of Madness Asylum Pack,"
						N/A			
					","
			5.615		","
			List: $14.95
		","
			100		"
10814,"
			7.15		",Call of Cthulhu: The Card Game – Ancient Horrors Asylum Pack,"
						N/A			
					","
			5.625		","
","
			98		"
10815,"
			6.99		",Call of Cthulhu: The Card Game – The Spawn of the Sleeper Asylum pack,"
						N/A			
					","
			5.583		","
														
													[","
			70		"
10816,"
			7.11		",Call of Cthulhu: The Card Game – The Horror Beneath the Surface Asylum Pack,"
						N/A			
					","
			5.584		","
														
													[","
			65		"
10817,"
			6.96		",Call of Cthulhu: The Card Game – The Antediluvian Dreams Asylum Pack,"
						N/A			
					","
			5.575		","
","
			64		"
10818,"
			7.00		",Call of Cthulhu: The Card Game – The Terror of the Tides Asylum Pack,"
						N/A			
					","
			5.578		","
														
													[","
			65		"
10819,"
			7.08		",Call of Cthulhu: The Card Game – The Thing from the Shore Asylum pack,"
						N/A			
					","
			5.576		","
														
													[","
			61		"
10820,"
			7.15		",Call of Cthulhu: The Card Game – The Path to Y'ha-nthlei Asylum pack,"
						N/A			
					","
			5.582		","
","
			62		"
10821,"
			6.09		",Zombies!!! 3:  Mall Walkers,"
						N/A			
					","
			5.791		","
			List: $14.99
		","
			1808		"
10822,"
			7.43		",Duel of Ages Set 2: Intensity,"
						N/A			
					","
			6.029		","]
					","
			493		"
10823,"
			7.32		",Duel of Ages Set 6: Field of Honor,"
						N/A			
					","
			5.741		","]
					","
			193		"
10824,"
			7.47		",Duel of Ages Set 3: Vast Horizons,"
						N/A			
					","
			5.868		","]
					","
			289		"
10825,"
			7.40		",Duel of Ages Set 4: Royal Tournament,"
						N/A			
					","
			5.783		","]
					","
			224		"
10826,"
			7.41		",Duel of Ages Set 5: Mercenary Camp,"
						N/A			
					","
			5.767		","]
					","
			207		"
10827,"
			7.37		",Duel of Ages Set 7: Ruins of Cany XII,"
						N/A			
					","
			5.747		","]
					","
			192		"
10828,"
			8.17		",TradeWorlds: Exterra Edition,"
						N/A			
					","
			N/A		","]
					","
			6		"
10829,"
			7.65		",Star Wars: The Card Game – Power of the Force,"
						N/A			
					","
			N/A		","
			List: $14.95
		","
			23		"
10830,"
			7.59		",Santorini: Tyche,"
						N/A			
					","
			5.577		","]
					","
			51		"
10831,"
			6.92		",Flamme Rouge: Team Trial,"
						N/A			
					","
			N/A		","]
					","
			20		"
10832,"
			5.29		",Hex Casters,"
						N/A			
					","
			N/A		","
			List: $14.99
		","
			20		"
10833,"
			7.46		",The Manhattan Project: Energy Empire – Missile Crisis,"
						N/A			
					","
			5.623		","]
					","
			82		"
10834,"
			6.38		",Circus Minimus,"
			5602			
					","
			5.627		","]
					","
			204		"
10835,"
			7.19		",Imhotep: The Duel,"
			5603			
					","
			5.627		","]
					","
			102		"
10836,"
			5.88		",Hex Hex,"
			5604			
					","
			5.627		","
","
			794		"
10837,"
			6.43		",The Foreign King,"
			5610			
					","
			5.627		","
","
			193		"
10838,"
			6.38		",Soulfall,"
			5613			
					","
			5.627		","]
					","
			204		"
10839,"
			6.06		",Captain Park's Imaginary Polar Expedition,"
			5615			
					","
			5.627		","]
					","
			370		"
10840,"
			6.52		",Jungle Rumble,"
			5616			
					","
			5.627		","]
					","
			181		"
10841,"
			6.47		",Rome: Rise to Power,"
			5618			
					","
			5.627		","
","
			180		"
10842,"
			7.21		",Legendary Creatures,"
			5620			
					","
			5.626		","
","
			127		"
10843,"
			6.07		",Apples to Apples Kids,"
			5621			
					","
			5.626		","
			List: $16.99
		","
			378		"
10844,"
			5.99		",Cronberg,"
			5622			
					","
			5.626		","]
					","
			456		"
10845,"
			6.03		",Meridian,"
			5623			
					","
			5.626		","
","
			406		"
10846,"
			7.25		",88,"
			5625			
					","
			5.626		","]
					","
			110		"
10847,"
			6.13		",Lungarno,"
			5626			
					","
			5.626		","
","
			380		"
10848,"
			8.57		",Deadball,"
			5627			
					","
			5.626		","]
					","
			95		"
10849,"
			6.87		",Konja,"
			5628			
					","
			5.626		","
","
			148		"
10850,"
			6.18		",Yamslam,"
			5630			
					","
			5.626		","
			List: $13.99
		","
			327		"
10851,"
			6.22		",Excalibur,"
			5631			
					","
			5.626		","]
					","
			298		"
10852,"
			7.05		","Treasure, Ready, Go!","
			5632			
					","
			5.626		","]
					","
			112		"
10853,"
			7.13		","Picket Duty: Kamikaze Attacks against U.S. Destroyers – Okinawa, 1945","
			5634			
					","
			5.626		","]
					","
			122		"
10854,"
			7.99		",ELO Darkness,"
			5635			
					","
			5.626		","]
					","
			84		"
10855,"
			6.91		",Claim 2,"
			5639			
					","
			5.626		","]
					","
			122		"
10856,"
			6.87		",String Railway: Transport,"
			5642			
					","
			5.625		","]
					","
			124		"
10857,"
			6.95		",Cuisine a la Card,"
			5643			
					","
			5.625		","]
					","
			132		"
10858,"
			7.40		",The Shared Dream,"
			5644			
					","
			5.625		","]
					","
			129		"
10859,"
			8.84		",Atlanta Is Ours,"
			5647			
					","
			5.625		","]
					","
			55		"
10860,"
			5.94		",World of Tanks: Rush,"
			5649			
					","
			5.625		","
			List: $34.99
		","
			650		"
10861,"
			7.80		",Yomi: Round 2,"
			5650			
					","
			5.625		","
","
			73		"
10862,"
			6.22		",Adventure Time Card Wars: BMO vs. Lady Rainicorn,"
			5651			
					","
			5.625		","
			List: $10.79
		","
			360		"
10863,"
			6.93		",Pups,"
			5653			
					","
			5.625		","]
					","
			135		"
10864,"
			7.12		",The Game of Y,"
			5654			
					","
			5.625		","]
					","
			102		"
10865,"
			6.28		",EVE: Conquests,"
			5655			
					","
			5.625		","
","
			273		"
10866,"
			6.45		",Perfect Alibi,"
			5657			
					","
			5.625		","]
					","
			189		"
10867,"
			7.28		",Dwar7s Winter,"
			5658			
					","
			5.625		","]
					","
			144		"
10868,"
			6.08		",Supernova,"
			5660			
					","
			5.625		","
","
			388		"
10869,"
			6.51		",Shanghai Trader,"
			5661			
					","
			5.625		","]
					","
			202		"
10870,"
			6.13		",Battling Tops,"
			5664			
					","
			5.625		","
			List: $14.99
		","
			339		"
10871,"
			5.78		",Dixit Jinx,"
			5665			
					","
			5.625		","
","
			1050		"
10872,"
			6.67		",MotorChamp,"
			5666			
					","
			5.625		","]
					","
			157		"
10873,"
			7.05		",Nemeton,"
			5668			
					","
			5.624		","]
					","
			136		"
10874,"
			6.02		",True Colors,"
			5671			
					","
			5.624		","
			List: $19.99
		","
			443		"
10875,"
			6.27		",Tara: Ireland's Royal Board Game,"
			5672			
					","
			5.624		","]
					","
			264		"
10876,"
			6.36		",The Curse of the Black Dice,"
			5673			
					","
			5.624		","]
					","
			235		"
10877,"
			6.95		",Who? What? Where?,"
			5674			
					","
			5.624		","
			List: $29.99
		","
			122		"
10878,"
			6.06		",Waterloo: Napoleon's Last Battle,"
			5675			
					","
			5.624		","
","
			384		"
10879,"
			6.73		",Mystic ScROLLS,"
			5676			
					","
			5.624		","]
					","
			162		"
10880,"
			7.05		",Twelve Heroes,"
			5677			
					","
			5.624		","]
					","
			124		"
10881,"
			6.23		",Suspicion,"
			5678			
					","
			5.624		","
			List: $19.99
		","
			319		"
10882,"
			6.45		",Ancestree,"
			5681			
					","
			5.624		","
			List: $30.00
		","
			204		"
10883,"
			6.04		",Executive Decision,"
			5682			
					","
			5.624		","
			List: $29.99
		","
			391		"
10884,"
			6.86		",Wizards Wanted,"
			5684			
					","
			5.624		","
			List: $34.99
		","
			143		"
10885,"
			8.16		","Thunder in the Ozarks: Battle for Pea Ridge, March 1862","
			5685			
					","
			5.624		","
","
			68		"
10886,"
			6.95		",Victory in Europe,"
			5686			
					","
			5.624		","
","
			142		"
10887,"
			6.68		",Spartacus,"
			5687			
					","
			5.624		","]
					","
			156		"
10888,"
			6.78		","PanzerBlitz: Hill of Death – The Battle for Hill 112, Normandy 1944","
			5688			
					","
			5.624		","]
					","
			161		"
10889,"
			5.97		",Barons,"
			5690			
					","
			5.624		","
","
			465		"
10890,"
			5.93		",Mars Attacks: The Dice Game,"
			5691			
					","
			5.624		","
			List: $19.99
		","
			619		"
10891,"
			6.37		",Guardians,"
			5692			
					","
			5.623		","]
					","
			266		"
10892,"
			6.53		",Weapons of Mass Destruction,"
			5695			
					","
			5.623		","]
					","
			189		"
10893,"
			7.57		",Exploding Kittens: Party Pack,"
			5696			
					","
			5.623		","]
					","
			115		"
10894,"
			6.48		",Gene Pool,"
			5697			
					","
			5.623		","]
					","
			190		"
10895,"
			6.25		",Snapshot,"
			5699			
					","
			5.623		","]
					","
			248		"
10896,"
			6.36		",An den Ufern des Nils,"
			5700			
					","
			5.623		","]
					","
			207		"
10897,"
			7.49		",Heroscape Expansion Set: Thora's Vengeance,"
						N/A			
					","
			5.978		","
","
			405		"
10898,"
			6.17		",Fädelspiel: Auf dem Land,"
						N/A			
					","
			N/A		","
","
			6		"
10899,"
			N/A		",Fädelspiel: Polizei,"
						N/A			
					","
			N/A		","]
					","
			N/A		"
10900,"
			5.00		",Fädelspiel: Im Zoo,"
						N/A			
					","
			N/A		","]
					","
			1		"
10901,"
			6.00		",Würfelpuzzle Kuh Carola,"
						N/A			
					","
			N/A		","]
					","
			1		"
10902,"
			N/A		",Sortierspiel Auf Dem Land,"
						N/A			
					","
			N/A		","]
					","
			N/A		"
10903,"
			5.14		",Fortunata,"
						N/A			
					","
			N/A		","
","
			11		"
10904,"
			5.17		",Whac-A-Mole Treasure Game,"
						N/A			
					","
			N/A		","
			List: $14.99
		","
			3		"
10905,"
			6.40		",Body Party,"
						N/A			
					","
			N/A		","]
					","
			23		"
10906,"
			5.96		",We Didn't Playtest This at All with Chaos Pack Expansion,"
						N/A			
					","
			5.573		","
			List: $15.00
		","
			397		"
10907,"
			6.32		",Tokaido: Felicia Promo Card,"
						N/A			
					","
			5.537		","]
					","
			58		"
10908,"
			7.63		",Escape: The Curse of the Temple – Big Box,"
						N/A			
					","
			6.573		","
			List: $89.50
		","
			1289		"
10909,"
			4.50		",Kakuro: Das Spiel,"
						N/A			
					","
			N/A		","]
					","
			2		"
10910,"
			9.33		",Nocturion,"
						N/A			
					","
			N/A		","]
					","
			9		"
10911,"
			8.88		",Coloma,"
						N/A			
					","
			N/A		","]
					","
			20		"
10912,"
			7.68		",Heroscape Expansion Set: Malliddon's Prophecy ,"
						N/A			
					","
			6.272		","
														
													[","
			724		"
10913,"
			6.74		",Carcassonne: Expansion 3 – The Princess & The Dragon,"
						N/A			
					","
			6.519		","
			List: $17.99
		","
			7885		"
10914,"
			7.97		",Rebel Seas: The British Navy at Bay Part I,"
						N/A			
					","
			5.590		","
","
			48		"
10915,"
			8.03		",Sentinels of the Multiverse: Young Legacy Promo Card,"
						N/A			
					","
			5.754		","]
					","
			144		"
10916,"
			7.46		",Coup: Jester and Bureaucrat Promos,"
						N/A			
					","
			5.582		","]
					","
			62		"
10917,"
			7.21		",Coup: Speculator Promo,"
						N/A			
					","
			5.557		","]
					","
			49		"
10918,"
			7.92		",Zamki szalonego króla Ludwika: Polskie zamki,"
						N/A			
					","
			5.631		","]
					","
			73		"
10919,"
			8.11		",The Voyages of Marco Polo: The New Characters,"
						N/A			
					","
			6.653		","]
					","
			967		"
10920,"
			7.92		",Baseball Highlights: 2045 – Super Deluxe Edition,"
						N/A			
					","
			6.105		","
","
			411		"
10921,"
			5.39		",Snoopy Flying Ace Game,"
						N/A			
					","
			N/A		","
			List: $16.99
		","
			7		"
10922,"
			5.25		",Bases Loaded Board Game,"
						N/A			
					","
			N/A		","]
					","
			4		"
10923,"
			7.48		",DC Comics Dice Masters: Justice League – Collector's Box,"
						N/A			
					","
			5.566		","]
					","
			43		"
10924,"
			7.13		",Marvel Dice Masters: Uncanny X-Men – Collector's Box,"
						N/A			
					","
			5.613		","
			List: $24.99
		","
			92		"
10925,"
			6.94		",Marvel Dice Masters: Avengers vs. X-Men – Set Up Box,"
						N/A			
					","
			5.538		","
","
			32		"
10926,"
			7.11		",Fireball Island: The Curse of Vul-Kar – Wreck of the Crimson Cutlass,"
						N/A			
					","
			5.715		","
","
			206		"
10927,"
			8.47		",Chronicles of Crime: Noir,"
						N/A			
					","
			5.757		","]
					","
			125		"
10928,"
			7.44		",MONSTArgh!,"
						N/A			
					","
			N/A		","]
					","
			16		"
10929,"
			8.73		",Gloomhaven: Forgotten Circles,"
						N/A			
					","
			5.540		","
			List: $40.00
		","
			31		"
10930,"
			7.49		",Castle Panic: The Wizard's Tower,"
						N/A			
					","
			6.876		","
			List: $24.99
		","
			2939		"
10931,"
			6.86		",Carcassonne: The School,"
						N/A			
					","
			5.748		","]
					","
			301		"
10932,"
			7.75		",Across Four Oceans,"
						N/A			
					","
			N/A		","]
					","
			12		"
10933,"
			8.09		",Rallyman: Dirt,"
						N/A			
					","
			6.026		","
														
													[","
			325		"
10934,"
			7.49		",Eclipse: Supernova,"
						N/A			
					","
			6.359		","]
					","
			989		"
10935,"
			5.80		",Number Dinosaur,"
						N/A			
					","
			N/A		","
","
			25		"
10936,"
			5.71		",All Your Animals,"
						N/A			
					","
			N/A		","
","
			12		"
10937,"
			7.72		",Thunderstone: Heart of Doom,"
						N/A			
					","
			6.189		","
","
			556		"
10938,"
			6.00		",Haunted Village,"
						N/A			
					","
			N/A		","]
					","
			2		"
10939,"
			6.93		",Zombies vs Werewolves,"
						N/A			
					","
			N/A		","]
					","
			14		"
10940,"
			7.29		",Coup: Reformation,"
						N/A			
					","
			6.821		","
			List: $11.99
		","
			3852		"
10941,"
			7.58		",Descent: Journeys in the Dark (Second Edition) – Bol'Goreth Lieutenant Pack,"
						N/A			
					","
			5.753		","
			List: $14.99
		","
			223		"
10942,"
			7.68		",Descent: Journeys in the Dark (Second Edition) – Raythen Lieutenant Pack,"
						N/A			
					","
			5.740		","
			List: $14.99
		","
			198		"
10943,"
			7.55		",Descent: Journeys in the Dark (Second Edition) – Ariad Lieutenant Pack,"
						N/A			
					","
			5.710		","
			List: $8.99
		","
			193		"
10944,"
			7.67		",Descent: Journeys in the Dark (Second Edition) – Queen Ariad Lieutenant Pack,"
						N/A			
					","
			5.725		","
			List: $14.99
		","
			191		"
10945,"
			7.62		",Descent: Journeys in the Dark (Second Edition) – Serena Lieutenant Pack,"
						N/A			
					","
			5.729		","
			List: $14.99
		","
			200		"
10946,"
			7.48		",Star Trek: Attack Wing – U.S.S. Excelsior Expansion Pack,"
						N/A			
					","
			5.586		","]
					","
			60		"
10947,"
			7.50		",Rokoko: Fancy Dresses Promo,"
						N/A			
					","
			5.754		","]
					","
			184		"
10948,"
			7.44		",Small World: 6 Player Board,"
						N/A			
					","
			5.904		","]
					","
			347		"
10949,"
			7.55		",Dominion: Special Edition,"
						N/A			
					","
			5.566		","]
					","
			45		"
10950,"
			8.19		",Android: Netrunner – Double Time,"
						N/A			
					","
			6.048		","
			List: $9.98
		","
			332		"
10951,"
			3.38		",Total War,"
						N/A			
					","
			N/A		","]
					","
			13		"
10952,"
			7.44		",Escape: The Curse of the Temple – Expansion 1: Illusions,"
						N/A			
					","
			6.317		","
			List: $34.99
		","
			902		"
10953,"
			6.70		",Suburbia: Essen SPIEL Expansion,"
						N/A			
					","
			5.741		","]
					","
			324		"
10954,"
			5.45		",Control-Alt-Hack,"
						N/A			
					","
			N/A		","
														
													[","
			27		"
10955,"
			6.67		",Indiana Jones: Fortune and Glory,"
						N/A			
					","
			N/A		","]
					","
			9		"
10956,"
			6.84		",Cthulhu Gloom: Unpleasant Dreams,"
						N/A			
					","
			5.732		","
			List: $14.95
		","
			274		"
10957,"
			7.58		",Nuklear Winter '68: Heart Of Darkness,"
						N/A			
					","
			N/A		","]
					","
			19		"
10958,"
			6.44		",Medieval Empires,"
						N/A			
					","
			N/A		","]
					","
			8		"
10959,"
			5.11		",Dare To Love,"
						N/A			
					","
			N/A		","
","
			14		"
10960,"
			8.33		",Kemet: Seth,"
						N/A			
					","
			5.647		","
","
			76		"
10961,"
			7.92		",Hyperspace,"
						N/A			
					","
			N/A		","]
					","
			28		"
10962,"
			8.00		",Roll Player Adventures,"
						N/A			
					","
			N/A		","]
					","
			1		"
10963,"
			5.84		",Pirate Rumble,"
						N/A			
					","
			N/A		","
","
			14		"
10964,"
			7.25		",Cuba: Spielecafé,"
						N/A			
					","
			5.664		","]
					","
			131		"
10965,"
			7.52		",King of Tokyo: Promo Cards,"
						N/A			
					","
			6.404		","]
					","
			1042		"
10966,"
			6.96		",A Game of Thrones: The Card Game – Forging the Chain,"
						N/A			
					","
			5.553		","
","
			45		"
10967,"
			6.74		",A Game of Thrones: The Card Game – Here to Serve,"
						N/A			
					","
			5.542		","
","
			42		"
10968,"
			7.95		",BGO Extended 2.0 expansion (fan expansion for Through the Ages),"
						N/A			
					","
			5.594		","]
					","
			46		"
10969,"
			7.50		",Biruda,"
						N/A			
					","
			N/A		","]
					","
			2		"
10970,"
			7.32		","Dixit: Odyssey – ""Bunny"" promo card","
						N/A			
					","
			5.904		","]
					","
			356		"
10971,"
			8.17		",Hamilcar: First Punic War,"
						N/A			
					","
			N/A		","]
					","
			3		"
10972,"
			6.88		",Wiz-War,"
			1501			
					","
			6.221		","
			List: $49.95
		","
			1575		"
10973,"
			6.92		",Safranito,"
			1502			
					","
			6.221		","
			List: $39.99
		","
			1296		"
10974,"
			7.65		",Unhappy King Charles!,"
			1503			
					","
			6.221		","
","
			660		"
10975,"
			6.79		",Lords of Scotland,"
			1504			
					","
			6.220		","
														
													[","
			1633		"
10976,"
			7.20		",Cosmic Encounter,"
			1505			
					","
			6.220		","
			List: $59.95
		","
			946		"
10977,"
			7.24		",TurfMaster,"
			1506			
					","
			6.219		","]
					","
			911		"
10978,"
			6.83		",PÜNCT,"
			1507			
					","
			6.219		","
			List: $32.99
		","
			1509		"
10979,"
			6.79		",Pantheon,"
			1508			
					","
			6.219		","
			List: $39.99
		","
			1531		"
10980,"
			8.09		",Obsession,"
			1509			
					","
			6.218		","]
					","
			548		"
10981,"
			6.47		",Villa Paletti,"
			1510			
					","
			6.218		","
			List: $24.99
		","
			3789		"
10982,"
			7.01		",King's Forge,"
			1511			
					","
			6.218		","
			List: $50.00
		","
			1237		"
10983,"
			6.47		",To Court the King,"
			1512			
					","
			6.217		","
","
			3716		"
10984,"
			6.60		",Chicken Cha Cha Cha,"
			1513			
					","
			6.217		","
			List: $44.99
		","
			2506		"
10985,"
			8.09		",Yellow & Yangtze,"
			1514			
					","
			6.217		","
			List: $59.99
		","
			497		"
10986,"
			6.95		",Dungeons & Dragons: Conquest of Nerath Board Game,"
			1515			
					","
			6.216		","]
					","
			1408		"
10987,"
			6.93		",Revolver,"
			1516			
					","
			6.215		","
","
			1306		"
10988,"
			6.93		",Kings of Air and Steam,"
			1517			
					","
			6.215		","
			List: $59.99
		","
			1229		"
